product_category,product_subcategory,ID Odoo,Producto Odoo,EAN,Marca,Peso,Mix Actual,Mercadito - Bruto,Mercadito - Neto,Coto - Bruto,Carrefour - Bruto,Dia - Bruto,Coto - Neto,Carrefour - Neto,Dia - Neto,El almacencito  - Neto,Consignatario Día - Neto,Distribuidora Cervantes - Neto,Satelite - Neto,Satelite - Neto en cantidad,Ideal - Neto,Ideal - Neto en cantidad,Verdulería TATO - Neto,Verdulería Don José - Neto
LIMPIEZA,1003 - INSECTICIDAS,3135,Insecticida RAID Extermina Cucarachas 360 ml,7790520997654,RAID,0.36,0.00%,"4,867","4,620","4,884",,"4,850","3,663",,"4,850",,,,,,,,,
LIMPIEZA,1003 - INSECTICIDAS,3347,Insecticida RAID Mata moscas y mosquitos 370 ml,7790520028655,RAID,0.37,0.00%,"5,790","5,537",,,"5,790",,,"4,320",,,,,,,,,
LIMPIEZA,1003 - INSECTICIDAS,5610,Insecticida RAID Polillas 360 ml,7790520025715,RAID,0.36,0.00%,"6,006","5,987","6,021",,"5,990","4,516",,"5,990",,,,,,,,,
LIMPIEZA,1003 - INSECTICIDAS,5250,Tabletas FUYI Mosquitos (12U) 1 un,7790520025838,FUYI,0.15,0.20%,"2,750","2,750","2,744",,,"2,058",,,,,,,,,,,
LIMPIEZA,1004 - LAVADO,3914,Jabon liquido ropa ALA diluible 500 ml,7791290792043,ALA,0.5,0.10%,"9,322","9,322","9,322",,,"9,322",,,,,,,,,,,
LIMPIEZA,1004 - LAVADO,5922,Jabon liquido ropa ALA diluible bicarbonato 500 ml,7791290795495,ALA,0.5,0.00%,"9,322","9,322","9,322",,,"9,322",,,,,,,,,,,
LIMPIEZA,1004 - LAVADO,3913,Jabon liquido ropa ALA DP 800 ml,7791290792012,ALA,0.8,0.00%,"3,283","3,283","3,283",,,"3,283",,,,,2420,,,,,,
LIMPIEZA,1004 - LAVADO,,Jabon liquido ropa MARCA BLANCA DP 800 ml (Día),,MARCA BLANCA,0.8,,,,,,,,,,1400,1990,,,,,,,
LIMPIEZA,1004 - LAVADO,2312,Jabon liquido ropa concentrado MULTIMAX Clasico (rinde 800) 200 ml,,MULTIMAX,0.2,0.30%,"1,989","1,810","1,989",,,"1,989",,,,,,,,,,,
LIMPIEZA,1004 - LAVADO,4302,Jabon liquido ropa concentrado MULTIMAX Suavizante (rinde 800) 200 ml,7798184582315,MULTIMAX,0.2,0.00%,"2,132","2,132","2,132",,,"2,132",,,,,,,,,,,
LIMPIEZA,1004 - LAVADO,2314,Jabon pan ESENCIAL Limon (1U) 200 gr,7797470009000,ESENCIAL,0.2,0.00%,"1,027","1,027","1,017",,,"1,017",,,,,,,,,,,
LIMPIEZA,1004 - LAVADO,2315,Jabon pan ESENCIAL Limon (2U) 400 gr,7797470196175,ESENCIAL,0.4,0.00%,"1,864","1,864",,,,,,,,,,,,,,,
LIMPIEZA,1004 - LAVADO,,Jabon pan marca blanca,,MARCA BLANCA,,,,,,,,,,,530,,750,,,,,,
LIMPIEZA,1004 - LAVADO,3523,Jabon polvo ropa ALA Matic 800 gr,7791290792081,ALA,0.8,0.00%,"2,265","2,265",,,,,,,1800,,,,,,,,
LIMPIEZA,1004 - LAVADO,3915,Jabon polvo ropa ALA Regular 800 gr,7791290792050,ALA,0.8,0.00%,"3,155","3,155","3,155",,,"3,155",,,2200,3120,2071,,,,,,
LIMPIEZA,1004 - LAVADO,2316,Jabon polvo ropa ESENCIAL Matic 800 gr,7797470127018,ESENCIAL,0.8,0.00%,"1,859","1,859","1,859",,,"1,859",,,,,,,,,,,
LIMPIEZA,1004 - LAVADO,3916,Jabon polvo ropa GRANBY Matic 800 gr,7791290795013,GRANBY,0.8,0.20%,"2,124","2,124","2,124",,,"2,124",,,1700,2120,,2000,,,,,
LIMPIEZA,1004 - LAVADO,3917,Jabon polvo ropa GRANBY Regular 800 gr,7791290795051,GRANBY,0.8,0.10%,"2,124","2,124","2,124",,,"2,124",,,1700,2120,,2000,,,,,
LIMPIEZA,1004 - LAVADO,3919,Quitamanchas VANISH Liquido DP 400 ml,7791130105835,VANISH,0.4,0.00%,"2,337","1,845","2,337",,,"1,753",,,,2700,,,,,,,
LIMPIEZA,1004 - LAVADO,3920,Quitamanchas VANISH Polvo 120 gr,7791130015844,VANISH,0.12,0.00%,"2,926","2,265","2,926",,,"2,194",,,,2573,,,,,,,
LIMPIEZA,1004 - LAVADO,5613,Suavizante QUERUBIN Flores del bosque 900 ml,7791905002598,QUERUBIN,0.9,0.00%,"2,416","2,416",,,,,,,,,2170,2800,,,,,
LIMPIEZA,1004 - LAVADO,2311,Suavizante ropa ESENCIAL Frescura Silvestre 900 ml,7797470007167,ESENCIAL,0.9,0.10%,"1,437","1,437",,,,,,,,,,,,,,,
LIMPIEZA,1004 - LAVADO,4255,Suavizante ropa ESENCIAL Rocio Matinal 900 ml,7797470129081,ESENCIAL,0.9,0.00%,"2,229","1,672","2,229",,,"1,672",,,,,,,,,,,
LIMPIEZA,1004 - LAVADO,5193,Suavizante ropa QUERUBIN Flores citricas 900 ml,7791905002567,QUERUBIN,0.9,0.00%,"2,548","2,548",,,,,,,,,,,,,,,
LIMPIEZA,1004 - LAVADO,5194,Suavizante ropa QUERUBIN Flores silvestres 900 ml,7791905000921,QUERUBIN,0.9,0.20%,"2,625","2,625",,,,,,,,,,2349,,,,,
LIMPIEZA,1004 - LAVADO,3911,Suavizante ropa VIVERE Bouquet flores silvestres DP 900 ml,7791290793736,VIVERE,0.9,0.00%,"3,193","3,193","3,193",,,"3,193",,,,3419,,,,,,,
LIMPIEZA,1004 - LAVADO,,Suavizante ropa MARCA BLANCA 500 ml (Día),,MARCA BLANCA,0.5,,,,,,,,,,,3990,,,,,,,
LIMPIEZA,1004 - LAVADO,,Suavizante ropa MARCA BLANCA DP 160 ml (Día),,MARCA BLANCA,0.16,,,,,,,,,,,1480,,,,,,,
LIMPIEZA,1005 - LAVANDINAS,2309,Desinfectante concentrado MULTIMAX Lavandina (rinde 5) 40 gr,7798184581059,MULTIMAX,0.04,0.10%,"1,054","1,054",,,,,,,,,,,,,,,
LIMPIEZA,1005 - LAVANDINAS,6219,Lavandina AYUDIN Original 1 lt,7790132098459,AYUDIN,1,0.20%,"1,412","1,412","1,412",,,"1,412",,,,1299,,1700,,,,,
LIMPIEZA,1005 - LAVANDINAS,,"Lavandina MARCA BLANCA Original 1 lt (Día, odex)",,MARCA BLANCA,1,,,,,,,,,,,950,830,,,,,,
LIMPIEZA,1005 - LAVANDINAS,2310,Lavandina ESENCIAL Tradicional 1 lt,7797470130162,ESENCIAL,1,0.20%,965,965,965,,,965,,,,,,,,,,,
LIMPIEZA,1006 - LIMPIEZA DE BAÑO,5612,Desodorante inodoro GLADE Lavanda 25 gr,7790520026170,GLADE,0.03,0.00%,"1,658","1,452","1,666","1,650",,"1,666","1,238",,,,,,,,,,
LIMPIEZA,1006 - LIMPIEZA DE BAÑO,2308,Limpiador concentrado MULTIMAX BaÃ±o (rinde 500) 100 ml,,MULTIMAX,0.1,0.00%,899,899,899,,,899,,,,,,,,,,,
LIMPIEZA,1007 - LIMPIEZA DE COCINA,5923,Detergente ALA Concentrado Limon 500 ml,7791290794283,ALA,0.5,0.10%,"2,885","2,884","2,887","2,885","2,880","2,887","2,885","2,880",,,,,,,,,
LIMPIEZA,1007 - LIMPIEZA DE COCINA,2300,Detergente ESENCIAL Max Limon 300 ml,7797470000151,ESENCIAL,0.3,0.00%,"1,350","1,350",,,,,,,,,,,,,,,
LIMPIEZA,1007 - LIMPIEZA DE COCINA,2301,Lavavajilla CIF Limon 500 ml,7791290794061,CIF,0.5,0.00%,"3,395","2,715","3,397","3,395","3,390","2,208","2,546","3,390",,,,2800,,,,,
LIMPIEZA,1007 - LIMPIEZA DE COCINA,2302,Lavavajilla concentrado MULTIMAX Limon (rinde 300) 100 ml,,MULTIMAX,0.1,0.00%,662,662,,590,,,590,,,,,,,,,,
LIMPIEZA,1007 - LIMPIEZA DE COCINA,2303,Lavavajilla ESENCIAL Glicerina 750 ml,7793699045423,ESENCIAL,0.75,0.10%,"1,528","1,528","1,528","1,490","1,690","1,528","1,490","1,690",1000,,,,,,,,
LIMPIEZA,1007 - LIMPIEZA DE COCINA,4256,Lavavajilla ESENCIAL Limon 750 ml,7793699045454,ESENCIAL,0.75,0.10%,"1,528","1,528","1,528","1,490","1,690","1,528","1,490","1,690",1000,,,,,,,,
LIMPIEZA,1007 - LIMPIEZA DE COCINA,2304,Lavavajilla ESENCIAL Rosa mosqueta 750 ml,7793699045409,ESENCIAL,0.75,0.00%,"1,038","1,038",,,,,,,1000,,,,,,,,
LIMPIEZA,1007 - LIMPIEZA DE COCINA,2306,Limpiador concentrado MULTIMAX Antigrasa (rinde 500) 100 ml,,MULTIMAX,0.1,0.00%,899,899,899,,,899,,,,,,,,,,,
LIMPIEZA,1008 - LIMPIEZA DE PISOS Y SUPERFICIES,5611,Autobrillo CERAMICOL Incoloro 800 ml,7790520993076,CERAMICOL,0.8,0.00%,"6,209","5,875","6,208","6,209",,"4,656","6,209",,,,,,,,,,
LIMPIEZA,1008 - LIMPIEZA DE PISOS Y SUPERFICIES,5201,Cera liquida BLEM Incoloro DP 400 ml,7790520995582,BLEM,0.4,0.10%,"5,760","5,760","5,865","5,655",,"5,865","5,655",,,,,,,,,,
LIMPIEZA,1008 - LIMPIEZA DE PISOS Y SUPERFICIES,3904,Cera piso CERAMICOL Autobrillo Incoloro DP 450 ml,7790520995650,CERAMICOL,0.45,0.00%,"3,420","3,083","3,424","3,415",,"2,568","3,415",,,,,,,,,,
LIMPIEZA,1008 - LIMPIEZA DE PISOS Y SUPERFICIES,2293,Limpiador CIF Crema Blanco 750 gr,7791290794221,CIF,0.75,0.00%,"3,749","3,749","3,749","3,749",,"3,749","3,749",,3500,,3120,,,,,,
LIMPIEZA,1008 - LIMPIEZA DE PISOS Y SUPERFICIES,2295,Limpiador CIF Vidrio DP 450 ml,7791290795624,CIF,0.45,0.00%,"1,971","1,970","2,011","1,930",,"2,011","1,930",,1600,,,,,,,,
LIMPIEZA,1008 - LIMPIEZA DE PISOS Y SUPERFICIES,4304,Limpiador concentrado MULTIMAX Multiuso Lavanda (rinde 1) 35 ml,7798184581554,MULTIMAX,0.04,0.10%,478,478,506,450,,506,450,,,,,,,,,,
LIMPIEZA,1008 - LIMPIEZA DE PISOS Y SUPERFICIES,2296,Limpiador concentrado MULTIMAX Multiuso Lavanda (rinde 5) 150 ml,7798184581103,MULTIMAX,0.15,0.10%,"1,672","1,672","1,685","1,659",,"1,685","1,659",,,,,,,,,,
LIMPIEZA,1008 - LIMPIEZA DE PISOS Y SUPERFICIES,4305,Limpiador concentrado MULTIMAX Multiuso Pino (rinde 1) 35 ml,7798184581561,MULTIMAX,0.04,0.00%,506,505,506,505,,506,505,,,,,,,,,,
LIMPIEZA,1008 - LIMPIEZA DE PISOS Y SUPERFICIES,4303,Limpiador concentrado MULTIMAX Multiuso Pino (rinde 5) 150 ml,7798184581080,MULTIMAX,0.15,0.00%,"1,593","1,592","1,685","1,500",,"1,685","1,500",,,,,,,,,,
LIMPIEZA,1008 - LIMPIEZA DE PISOS Y SUPERFICIES,2297,Limpiador concentrado MULTIMAX Vidrio (rinde 500) 100 ml,,MULTIMAX,0.1,0.10%,899,674,899,,,899,,,,,,,,,,,
LIMPIEZA,1008 - LIMPIEZA DE PISOS Y SUPERFICIES,2298,Limpiador ESENCIAL Lavanda 900 ml,7793699045997,ESENCIAL,0.9,0.20%,875,875,,,,,,,,,,,,,,,
LIMPIEZA,1008 - LIMPIEZA DE PISOS Y SUPERFICIES,2299,Limpiador ESENCIAL Limon 900 ml,7797470133361,ESENCIAL,0.9,0.10%,801,801,,,,,,,,,,,,,,,
LIMPIEZA,1008 - LIMPIEZA DE PISOS Y SUPERFICIES,5199,Limpiador piso POETT Lavanda 900 ml,7793253003500,POETT,0.9,0.00%,"2,179","2,179","2,173","2,185",,"2,173","2,185",,,,1450,1500,1350,,,,
LIMPIEZA,1008 - LIMPIEZA DE PISOS Y SUPERFICIES,5200,Limpiador piso POETT Primavera 900 ml,7793253003548,POETT,0.9,0.00%,"2,179","2,179","2,173","2,185",,"2,173","2,185",,,,1450,1500,1350,,,,
LIMPIEZA,1008 - LIMPIEZA DE PISOS Y SUPERFICIES,5198,Limpiador piso PROCENEX Original 900 ml,7791130683753,PROCENEX,0.9,0.00%,"2,799","2,799","2,808","2,790",,"2,808","2,790",,,,,,,,,,
LIMPIEZA,1008 - LIMPIEZA DE PISOS Y SUPERFICIES,5202,Lustramuebles BLEM Original 360 ml,7790520028747,BLEM,0.36,0.00%,"5,209","5,208","5,227","5,190",,"5,227","5,190",,,,,,,,,,
LIMPIEZA,1009 - PAPELES,5226,Papel higienico ELITE Cuidado Clasico 6x30mt 1 un,7790250026105,ELITE,0.25,0.10%,"3,858","3,858","3,861",,"3,855","3,861",,"3,855",,,,,,,,,
LIMPIEZA,1009 - PAPELES,4133,Papel higienico ESENCIAL Blanco 4x30mt 1 un,7797470129760,ESENCIAL,0.2,0.20%,"2,000","2,000",,,,,,,,,,,,,,,
LIMPIEZA,1009 - PAPELES,4134,Papel higienico ESENCIAL Doble Hoja 4x30mt 1 un,7797470198278,ESENCIAL,0.2,0.00%,"2,441","2,441",,,,,,,,,,,,,,,
LIMPIEZA,1009 - PAPELES,2289,Papel higienico ESENCIAL Natural 4x30mt 1 un,7797470129722,ESENCIAL,0.4,0.50%,"1,800","1,800",,,,,,,,,,,,,,,
LIMPIEZA,1009 - PAPELES,4135,Papel higienico ESENCIAL Texturado 4x30mt 1 un,7797470129685,ESENCIAL,0.2,0.00%,"1,278","1,278",,,,,,,,,,,,,,,
LIMPIEZA,1009 - PAPELES,,Papel higienico Higienol max 4x80m,,HIGIENOL,,,,,,,,,,,3500,,,3849,,,,,
LIMPIEZA,1009 - PAPELES,,Papel higienico Higienol plus 4x30m,,HIGIENOL,,,,,,,,,,,2200,2200,,2199,,,,,
LIMPIEZA,1009 - PAPELES,,Papel higienico marca blanca,,MARCA BLANCA,,,,,,,,,,,1100,,,,,,,,
LIMPIEZA,1009 - PAPELES,5225,Rollo de cocina ELITE Doble hoja (3x60) 1 un,7790250022053,ELITE,0.25,0.10%,"3,783","3,782","3,455",,"4,110","3,455",,"4,110",,,,,,,,,
LIMPIEZA,1009 - PAPELES,2292,Rollo de cocina MAROLIO Clasico (3x40) 1 un,7797470006245,MAROLIO,0.4,0.50%,"1,500","1,500",,,,,,,1400,,,1550,,,,,
LIMPIEZA,1009 - PAPELES,4136,Rollo de cocina MAROLIO Ultra (3x50) 1 un,7797470003890,MAROLIO,0.2,0.00%,"1,421","1,421",,,,,,,,,,,,,,,
LIMPIEZA,1009 - PAPELES,,Rollo de cocina Marca Blanca 3x40,,MARCA BLANCA,,,,,,,,,,,1100,1565,,,,,,,
LIMPIEZA,1009 - PAPELES,3504,Servilletas MAROLIO Extra Blanca (40U) 1 un,7797470126035,MAROLIO,0.1,0.00%,"1,370","1,027","1,370",,,"1,027",,,,,,,,,,,
LIMPIEZA,1009 - PAPELES,3514,Servilletas SUSSEX Clasica (140U) 1 un,7790250057741,SUSSEX,0.2,0.00%,"2,249","2,249",,,,,,,,,,,,,,,
LIMPIEZA,1010 - DESINFECTANTE,5195,Desinfectante AYUDIN Original 332 ml,7793253005054,AYUDIN,0.33,0.00%,"3,135","3,135","3,134","3,135","3,150","3,134","3,135","3,150",,,,,,,,,
PERFUMERIA,1101 - COLONIAS Y PERFUMES,3654,Perfume BROSS LONDON Blue EDT MASC 100 ml,,BROSS LONDON,0.1,0.00%,"15,961","15,961",,,,,,,,,,,,,,,
PERFUMERIA,1101 - COLONIAS Y PERFUMES,3655,Perfume BROSS LONDON Classic EDT MASC 100 ml,,BROSS LONDON,0.1,0.00%,"16,404","16,404",,,,,,,,,,,,,,,
PERFUMERIA,1101 - COLONIAS Y PERFUMES,3657,Perfume CHESTER Ice EDT MASC 60 ml,7791600060145,CHESTER,0.06,0.00%,"12,600","10,882","12,600",,,"12,600",,,,,,,,,,,
PERFUMERIA,1101 - COLONIAS Y PERFUMES,2282,Perfume CIEL Clasico EDP FEM 80 ml,7791600030230,CIEL,0.08,0.00%,"15,025","15,025",,,,,,,,,,,,,,,
PERFUMERIA,1101 - COLONIAS Y PERFUMES,2282,Perfume CIEL Clasico EDP FEM 80 ml,7791600030230,CIEL,0.08,0.00%,"15,025","15,025",,,,,,,,,,,,,,,
PERFUMERIA,1101 - COLONIAS Y PERFUMES,2283,Perfume CIEL Crystal EDT FEM 80 ml,7791600024123,CIEL,0.08,0.10%,"23,937","23,937","23,937",,,"23,937",,,,,,,,,,,
PERFUMERIA,1101 - COLONIAS Y PERFUMES,3658,Perfume GIESSO Esencia EDT MASC 60 ml,7798108459310,GIESSO,0.06,0.00%,"25,823","25,823",,,,,,,,,,,,,,,
PERFUMERIA,1101 - COLONIAS Y PERFUMES,3660,Perfume KEVIN Black EDT MASC 60 ml,7791600018016,KEVIN,0.06,0.00%,"16,910","16,910","16,910",,,"16,910",,,,,,,,,,,
PERFUMERIA,1101 - COLONIAS Y PERFUMES,3661,Perfume KEVIN Freedom EDT MASC 60 ml,7791600067021,KEVIN,0.06,0.00%,"18,082","18,082",,,,,,,,,,,,,,,
PERFUMERIA,1101 - COLONIAS Y PERFUMES,3662,Perfume MUJERCITAS EDP FEM 40 ml,7791600595234,MUJERCITAS,0.04,0.00%,"6,400","6,400",,,,,,,,,,,,,,,
PERFUMERIA,1101 - COLONIAS Y PERFUMES,3663,Perfume MUJERCITAS EDP FEM 80 ml,7791600595128,MUJERCITAS,0.08,0.00%,"8,750","8,750","8,750",,,"8,750",,,,,,,,,,,
PERFUMERIA,1101 - COLONIAS Y PERFUMES,3664,Perfume PACO EDT MASC 90 ml,7791600173029,PACO EDT MASC,0.09,0.00%,"7,192","7,192",,,,,,,,,,,,,,,
PERFUMERIA,1101 - COLONIAS Y PERFUMES,3665,Perfume PIBES EDC MASC 90 ml,7791600050092,PIBES EDC MASC,0.09,0.00%,"8,327","8,327","8,327",,,"8,327",,,,,,,,,,,
PERFUMERIA,1101 - COLONIAS Y PERFUMES,2286,Perfume PRUNE I EDT FEM 50 ml,7791600049027,PRUNE,0.05,0.00%,"20,962","20,962",,,,,,,,,,,,,,,
PERFUMERIA,1101 - COLONIAS Y PERFUMES,2286,Perfume PRUNE I EDT FEM 50 ml,7791600049027,PRUNE,0.05,0.00%,"20,962","20,962",,,,,,,,,,,,,,,
PERFUMERIA,1101 - COLONIAS Y PERFUMES,2287,Perfume PRUNE II EDT FEM 50 ml,7791600049133,PRUNE,0.05,0.00%,"21,307","21,307",,,,,,,,,,,,,,,
PERFUMERIA,1101 - COLONIAS Y PERFUMES,2287,Perfume PRUNE II EDT FEM 50 ml,7791600049133,PRUNE,0.05,0.00%,"21,307","21,307",,,,,,,,,,,,,,,
PERFUMERIA,1101 - COLONIAS Y PERFUMES,2288,Perfume PRUNE III EDT FEM 50 ml,7791600049249,PRUNE,0.05,0.00%,"21,307","21,307",,,,,,,,,,,,,,,
PERFUMERIA,1101 - COLONIAS Y PERFUMES,2288,Perfume PRUNE III EDT FEM 50 ml,7791600049249,PRUNE,0.05,0.00%,"21,307","21,307",,,,,,,,,,,,,,,
PERFUMERIA,1102 - COSMETICOS,3024,Quitaesmalte CUTEX Fortalecedor 100 ml,7790416066532,CUTEX,0.1,0.00%,"2,372","2,372",,,,,,,,,,,,,,,
PERFUMERIA,1102 - COSMETICOS,5620,Quitaesmalte CUTEX Humectante 100 ml,7790416066433,CUTEX,0.1,0.00%,"2,543","2,543",,,,,,,,,,,,,,,
PERFUMERIA,1103 - CUIDADO BUCAL,3832,Cepillo dental COLGATE Extra Clean 1 un,5900273001566,COLGATE,0.1,0.00%,"2,290","1,950","2,290",,,"1,489",,,,,,,,,,,
PERFUMERIA,1103 - CUIDADO BUCAL,3835,Cepillo dental COLGATE Infantil 0-2 aÃ±os 1 un,7591083011081,COLGATE,0.1,0.00%,"2,689","2,689",,,,,,,,,,,,,,,
PERFUMERIA,1103 - CUIDADO BUCAL,3836,Cepillo dental COLGATE Infantil 2-5 aÃ±os 1 un,7591083011098,COLGATE,0.1,0.00%,"3,367","3,367","3,303",,,"2,147",,,,,,,,,,,
PERFUMERIA,1103 - CUIDADO BUCAL,3834,Cepillo dental COLGATE Infantil 6+ aÃ±os (2U) 1 un,7509546070285,COLGATE,0.1,0.00%,"4,955","4,209","4,955",,,"3,221",,,,,,,,,,,
PERFUMERIA,1103 - CUIDADO BUCAL,2255,Cepillo dental COLGATE Max White (2U) 1 un,99176316565,COLGATE,0.2,0.10%,"5,525","5,462","5,525",,,"3,591",,,,,,,,,,,
PERFUMERIA,1103 - CUIDADO BUCAL,3837,Cepillo dental COLGATE Triple Accion (2U) 1 un,7702010631207,COLGATE,0.1,0.00%,"4,550","3,555","4,550",,,"2,958",,,,,,,,,,,
PERFUMERIA,1103 - CUIDADO BUCAL,4485,Enjuague bucal COLGATE Plax Fresh Mint 250 ml,7509546686356,COLGATE,0.25,0.00%,"4,966","4,966",,,,,,,,,,,,,,,
PERFUMERIA,1103 - CUIDADO BUCAL,4486,Enjuague bucal COLGATE Plax Kids 250 ml,7509546686448,COLGATE,0.25,0.00%,"4,931","4,931",,,,,,,,,,,,,,,
PERFUMERIA,1103 - CUIDADO BUCAL,4488,Enjuague bucal COLGATE Plax Soft Mint 250 ml,7509546686349,COLGATE,0.25,0.00%,"4,966","4,966",,,,,,,,,,,,,,,
PERFUMERIA,1103 - CUIDADO BUCAL,4487,Enjuague bucal COLGATE Total 12 250 ml,7509546686592,COLGATE,0.25,0.00%,"5,690","5,690",,,,,,,,,,,,,,,
PERFUMERIA,1103 - CUIDADO BUCAL,3833,Hilo dental COLGATE Floss 50mt (2U) 1 un,7891024183120,COLGATE,0.1,0.00%,"3,280","3,280",,,,,,,,,,,,,,,
PERFUMERIA,1103 - CUIDADO BUCAL,3840,Hilo dental ORAL-B Essential Floss 25mt (2U) 1 un,7500435129749,ORAL,0.1,0.00%,"1,795","1,795",,,,,,,,,,,,,,,
PERFUMERIA,1103 - CUIDADO BUCAL,3020,Pasta dental COLGATE Anticaries 180 gr,7509546686271,COLGATE,0.18,0.00%,"4,787","4,787",,,,,,,,,,,,,,,
PERFUMERIA,1103 - CUIDADO BUCAL,2256,Pasta dental COLGATE Anticaries 90 gr,,COLGATE,0.09,0.00%,"2,606","2,606",,,,,,,,,,,,,,,
PERFUMERIA,1103 - CUIDADO BUCAL,3838,Pasta dental COLGATE Triple Beneficio 90 gr,7509546686523,COLGATE,0.09,0.20%,"4,044","4,044","3,510",,,"2,282",,,,,,,,,,,
PERFUMERIA,1103 - CUIDADO BUCAL,3021,Pasta dental ODOL Fluor 180 gr,7509546687278,ODOL,0.18,0.00%,"4,588","4,588","3,970",,,"3,970",,,,,,,,,,,
PERFUMERIA,1103 - CUIDADO BUCAL,3022,Pasta dental ODOL Fluor 90 gr,7509546687292,ODOL,0.09,0.10%,"2,481","2,481","2,140",,,"2,140",,,,,,,,,,,
PERFUMERIA,1103 - CUIDADO BUCAL,3841,Pasta dental ORAL-B Extra Blanco 150 gr,7500435150262,ORAL,0.15,0.00%,"6,275","6,275",,,,,,,,,,,,,,,
PERFUMERIA,1103 - CUIDADO BUCAL,3842,Pasta dental ORAL-B Extra Blanco 70 gr,7500435150248,ORAL,0.07,0.00%,"3,891","3,891","3,222",,,"3,222",,,,,,,,,,,
PERFUMERIA,1103 - CUIDADO BUCAL,5234,Pasta dental SENSODYNE Original 90 gr,7896009419324,SENSODYNE,0.09,0.00%,"5,428","5,112","5,428",,,"3,528",,,,,,,,,,,
PERFUMERIA,1104 - CUIDADO DEL CABELLO,3678,Acondicionador DOVE Ritual de reparacion Coco 400 ml,7791293047492,DOVE,0.4,0.00%,"8,147","5,296","8,147",,,"5,296",,,,,,,,,,,
PERFUMERIA,1104 - CUIDADO DEL CABELLO,3652,Acondicionador GARNIER FRUCTIS Recarga Nutritiva 200 ml,7509552823899,GARNIER FRUCTIS,0.2,0.00%,"3,296","3,296",,,,,,,,,,,,,,,
PERFUMERIA,1104 - CUIDADO DEL CABELLO,3008,Acondicionador J&J Baby Original 200 ml,7790010002516,J&J BABY,0.2,0.00%,"5,153","5,153",,,,,,,,,,,,,,,
PERFUMERIA,1104 - CUIDADO DEL CABELLO,3009,Acondicionador SEDAL Ceramidas 190 ml,7791293045856,SEDAL,0.19,0.00%,"3,327","3,327","3,231",,,"2,100",,,,,,,,,,,
PERFUMERIA,1104 - CUIDADO DEL CABELLO,2252,Acondicionador SEDAL Crema balance 190 ml,7791293045863,SEDAL,0.19,0.00%,"3,231","3,208","3,231",,,"2,100",,,,,,,,,,,
PERFUMERIA,1104 - CUIDADO DEL CABELLO,3010,Acondicionador SEDAL Crema balance 340 ml,7791293045948,SEDAL,0.34,0.10%,"5,292","5,292","4,826",,,"3,137",,,,,,,,,,,
PERFUMERIA,1104 - CUIDADO DEL CABELLO,3651,Crema para peinar GARNIER FRUCTIS Recarga Nutritiva 250 ml,7509552850970,GARNIER FRUCTIS,0.25,0.00%,"6,086","6,086",,,,,,,,,,,,,,,
PERFUMERIA,1104 - CUIDADO DEL CABELLO,3858,Peine OYONNAX Color FEM 1 un,7790783235401,OYONNAX,0.1,0.00%,"2,774","2,774",,,,,,,,,,,,,,,
PERFUMERIA,1104 - CUIDADO DEL CABELLO,3856,Peine OYONNAX Color MASC 1 un,7790783205220,OYONNAX,0.1,0.00%,"2,326","2,326",,,,,,,,,,,,,,,
PERFUMERIA,1104 - CUIDADO DEL CABELLO,3857,Peine OYONNAX Natural FEM 1 un,7790783081886,OYONNAX,0.1,0.00%,"3,980","3,980",,,,,,,,,,,,,,,
PERFUMERIA,1104 - CUIDADO DEL CABELLO,3855,Peine OYONNAX Natural MASC 1 un,7790783061703,OYONNAX,0.1,0.00%,"2,894","2,894",,,,,,,,,,,,,,,
PERFUMERIA,1104 - CUIDADO DEL CABELLO,3677,Shampoo DOVE MEN Fuerza Extrema 400 ml,7791293045511,DOVE MEN,0.4,0.00%,"8,151","7,478","8,151",,,"5,298",,,,,,,,,,,
PERFUMERIA,1104 - CUIDADO DEL CABELLO,3679,Shampoo DOVE Ritual de reparacion Coco 400 ml,7791293047447,DOVE,0.4,0.00%,"8,147","5,296","8,147",,,"5,296",,,,,,,,,,,
PERFUMERIA,1104 - CUIDADO DEL CABELLO,3653,Shampoo GARNIER FRUCTIS Recarga Nutritiva 200 ml,7509552823905,GARNIER FRUCTIS,0.2,0.00%,"2,657","2,657",,,,,,,,,,,,,,,
PERFUMERIA,1104 - CUIDADO DEL CABELLO,3026,Shampoo J&J Baby Original 200 ml,7790010002417,J&J BABY,0.2,0.00%,"5,350","5,350",,,,,,,,,,,,,,,
PERFUMERIA,1104 - CUIDADO DEL CABELLO,3027,Shampoo SEDAL Ceramidas 190 ml,7791293045658,SEDAL,0.19,0.00%,"3,327","3,327","3,231",,,"2,100",,,,,,,,,,,
PERFUMERIA,1104 - CUIDADO DEL CABELLO,2254,Shampoo SEDAL Crema balance 190 ml,7791293045665,SEDAL,0.19,0.00%,"3,231","3,155","3,231",,,"2,100",,,,,,,,,,,
PERFUMERIA,1104 - CUIDADO DEL CABELLO,3028,Shampoo SEDAL Crema balance 340 ml,7791293045740,SEDAL,0.34,0.00%,"5,292","5,292","4,826",,,"3,137",,,,,,,,,,,
PERFUMERIA,1105 - CUIDADO PERSONAL,2240,Crema CICATRICURE Hid Intensiva 400 ml,7798140254409,CICATRICURE,0.4,0.00%,"11,258","11,258",,,,,,,,,,,,,,,
